ID,sample_idx,ax,ay,az,gx,gy,gz
193,6,-900,1168,-16732,182,92,-1546
193,7,-364,1324,-16684,565,-29,-297
193,8,1600,884,-16840,26,-419,501
193,9,1612,-132,-17088,141,-60,182
194,0,2692,-888,-17052,65,-43,135
194,1,100,-232,-16932,53,-82,-65
194,2,36,-360,-16944,61,-68,-29
194,3,28,-284,-16968,59,-60,-43
194,4,40,-296,-16908,76,-68,-37
194,5,68,-216,-16920,16,-30,-62
194,6,-44,-332,-16960,94,-48,-26
194,7,116,-276,-16984,100,-52,-58
194,8,76,-308,-16876,53,-44,-50
194,9,76,-324,-16916,89,-36,-38
195,0,12,-236,-16924,36,-41,-53
195,1,84,-284,-16904,68,-63,-55
195,2,36,-360,-16960,66,-52,-91
195,3,120,-352,-16944,30,-39,-29
195,4,-28,-268,-16932,114,-58,-93
195,5,-304,2884,-16984,-13,-47,2181
195,6,940,2140,-16524,52,-119,2942
195,7,-344,1064,-16840,132,248,2160
195,8,80,-192,-17272,-125,46,1674
195,9,128,-1128,-16476,-112,-23,2011
196,0,-28,-2356,-16620,-25,151,150
196,1,288,-2652,-17012,124,-50,1828
196,2,-40,-1196,-16888,101,-65,632
196,3,36,-244,-16940,118,-29,-45
196,4,192,-284,-17036,77,-54,-90
196,5,100,-244,-16912,104,-24,-74
196,6,-124,-332,-16928,104,-47,78
196,7,104,-1068,-16960,-22,-43,1848
196,8,48,-2048,-17068,74,9,-1869
196,9,440,-1024,-17136,198,1,713
197,0,628,-612,-16384,28,23,149
197,1,532,-112,-17096,27,-140,-587
197,2,112,32,-16424,163,-167,-770
197,3,-116,2180,-17316,65,-191,-762
197,4,944,2308,-17104,103,-61,-195
197,5,11928,-2216,-14052,209,-142,2785
197,6,2452,-324,-16416,342,-416,-2923
197,7,-176,932,-16576,168,482,-459
197,8,1416,-628,-17088,146,137,1381
197,9,268,28,-17332,210,-78,5819
198,0,168,-1028,-16728,494,243,1698
198,1,-3380,424,-17168,28,33,-455
198,2,160,-328,-17040,122,0,-110
198,3,152,-248,-16964,107,-55,-110
198,4,-8,-296,-17040,89,-61,-148
198,5,60,-236,-17016,91,-72,-27
198,6,132,-248,-17012,130,-59,-60
198,7,32,-288,-17028,92,-48,-79
198,8,-1076,-592,-17056,65,-18,-798
198,9,-1484,-732,-17136,-49,16,-273
199,0,-3044,-280,-16836,-386,-308,-1750
199,1,-1460,-276,-17728,176,721,1806
199,2,992,-132,-16572,149,35,1463
199,3,3444,56,-16912,-85,528,1979
199,4,3852,-952,-16724,92,-11,308
199,5,80,-256,-16972,83,-67,-1
199,6,-940,1656,-16972,52,-53,3706
199,7,-68,1912,-16936,-107,-134,1270
199,8,364,776,-16536,340,-78,1608
199,9,-264,-1344,-16752,268,-70,689
200,0,-900,-488,-16708,241,324,1249
200,1,-184,-2340,-17000,7,134,1229
200,2,140,-2536,-16984,119,-69,679
200,3,8,-252,-17040,2,18,59
200,4,-4,-276,-16964,132,-72,-93
200,5,224,-196,-17008,37,-29,291
200,6,64,-220,-16976,78,-10,-53
200,7,212,132,-17148,-3,-70,-395
200,8,-344,-1764,-16900,79,-162,-471
200,9,624,-3632,-16892,97,-31,-327
201,0,-92,-1816,-16832,281,34,-23
201,1,-532,1196,-17284,184,-335,-1955
201,2,-240,3572,-17340,-305,-12,-2068
201,3,1304,3328,-16984,62,-31,389
201,4,148,-200,-16720,112,-138,705
201,5,284,-492,-17148,52,-31,387
201,6,2204,2812,-16516,54,-55,92
201,7,1884,2568,-16520,-95,219,963
201,8,-592,452,-17008,-748,-312,-77
201,9,-2756,-1448,-17904,281,25,613
202,0,-1680,-836,-17004,82,188,689
202,1,-900,-480,-16992,-36,-42,625
202,2,-696,-916,-17216,304,52,-325
202,3,-1716,-1988,-17300,129,-150,-54
202,4,128,-312,-16944,7,-30,22
202,5,44,-176,-16904,117,-75,-143
202,6,84,-200,-16956,80,-53,-12
202,7,52,-308,-16960,7,-45,-67
202,8,-132,-1000,-16992,35,14,-81
202,9,224,-1392,-16972,88,33,-593
203,0,-848,-1532,-17248,-74,-19,-1557
203,1,-48,-2116,-17256,-16,-209,-1740
203,2,-1616,-1468,-17292,586,-129,-2944
203,3,196,932,-16816,-93,285,-1386
203,4,-1236,4152,-17344,90,-235,-1703
203,5,1340,3112,-17020,0,-68,-38
203,6,-2028,3448,-16640,80,-93,-1130
203,7,-2308,2440,-17032,136,360,3751
203,8,-100,520,-17212,-83,324,4031
203,9,-756,216,-15912,187,420,2531
204,0,364,-728,-16280,253,729,3389
204,1,1148,-2060,-17112,412,-152,1111
204,2,1796,-3304,-17108,79,83,-119
204,3,624,-1808,-16944,59,-9,125
204,4,4,-212,-16992,63,-41,158
204,5,112,-196,-16900,26,-72,-24
204,6,32,-232,-16940,54,-64,-29
204,7,-24,-320,-16924,77,-55,-81
204,8,-4,-128,-16888,151,-75,93
204,9,1476,-1020,-16824,11,16,1621
205,0,1416,-500,-17240,157,16,-647
205,1,536,-476,-17392,200,4,-230
205,2,1192,-588,-16280,-76,-368,-1317
205,3,-2604,380,-18000,327,-356,1558
205,4,-1952,368,-17264,-218,-137,-2447
205,5,-2664,20,-16252,151,-190,-252
205,6,-580,-336,-17120,142,-112,89
205,7,-536,-260,-16816,49,-62,227
205,8,108,-224,-16972,69,-8,-10
205,9,-260,-672,-17020,2,65,773
206,0,-1784,-1692,-16580,65,-169,-69
206,1,188,-496,-16328,363,-241,225
206,2,-1408,-1488,-17268,236,-614,-1556
206,3,-2600,-1020,-17540,-111,-29,-934
206,4,272,-800,-17240,284,66,681
206,5,1284,-860,-16076,-259,-359,-609
206,6,172,620,-16916,422,-162,-1625
206,7,1384,992,-16884,101,-31,-1292
206,8,508,388,-17012,58,-76,-484
206,9,-72,-308,-16908,97,-102,-55
207,0,28,-256,-16936,58,-92,-36
207,1,96,-212,-16968,86,-42,-50
207,2,32,-280,-16964,23,-86,-48
207,3,40,-196,-16972,33,-38,-55
207,4,120,-232,-16948,60,-36,-43
207,5,144,-340,-17012,106,-41,-95
207,6,-88,1780,-16960,145,-50,18
207,7,172,1764,-17016,-167,-143,1288
207,8,616,884,-17352,-224,-37,1047
207,9,8,168,-16712,202,-227,269
208,0,1044,-324,-16696,-107,67,705
208,1,84,-1112,-16344,120,8,259
208,2,-472,-3940,-17240,203,-15,-232
208,3,-248,-1056,-16928,-122,-43,704
208,4,928,-2936,-17296,151,-231,-78
208,5,1096,-2324,-17364,56,-297,-1610
208,6,864,-1152,-17364,266,288,-4036
208,7,-696,1356,-17456,-28,345,-4344
208,8,-1400,1856,-16460,-247,173,-3135
208,9,-1364,1716,-17284,160,34,-1091
209,0,-1168,3304,-16928,135,-169,-348
209,1,496,2196,-16852,284,-23,-766
209,2,556,932,-17176,74,236,933
209,3,296,388,-17036,397,-731,1986
209,4,480,200,-17244,5,-192,1120
209,5,-740,-2068,-17192,367,-327,3284
209,6,-516,-2976,-16924,47,22,1154
209,7,-212,-3844,-16988,97,-22,-959
209,8,-1512,-2400,-16856,103,4,-162
209,9,-2376,-2428,-17060,139,-270,-1675
210,0,-884,-1704,-17144,-207,-258,-275
210,1,272,-280,-16880,13,224,-1006
210,2,1072,1016,-18404,116,-67,-721
210,3,1388,1140,-16652,-91,-185,-34
210,4,1880,1080,-17120,-173,-169,845
210,5,2168,1640,-17012,151,-50,259
210,6,-8,-276,-16960,183,-19,-154
210,7,176,-308,-17020,83,-76,-36
210,8,-68,-316,-17008,95,-71,-120
210,9,140,-308,-16920,152,-48,-106
211,0,-48,-324,-16952,86,-48,-31
211,1,88,-312,-17028,94,-114,-40
211,2,352,-556,-16908,87,-294,1082
211,3,840,-816,-17332,132,-87,-2035
211,4,880,-2112,-17488,120,-357,-1562
211,5,-1204,-384,-16576,278,68,693
211,6,-2948,1644,-17480,-162,-184,-65
211,7,-3096,1580,-17108,234,-394,1370
211,8,-1708,940,-16852,111,-55,1056
211,9,-1484,456,-16976,146,-78,-256
212,0,48,-380,-17028,105,7,-96
212,1,-64,-408,-16972,156,-31,-102
212,2,104,-292,-17036,138,34,-159
212,3,76,-336,-17088,125,-61,-86
212,4,4,-376,-17076,156,-63,-90
212,5,-88,-404,-16884,147,-56,-175
212,6,20,-348,-16928,149,-64,-93
212,7,20,-232,-17032,80,-65,-124
212,8,0,-332,-16928,117,-89,-76
212,9,40,-328,-17024,141,-76,28
213,0,-200,-720,-16944,82,-17,802
213,1,-252,-940,-17084,70,-102,-299
213,2,-788,-776,-17176,85,-15,-284
213,3,-1316,280,-16864,134,1,-2321
213,4,-1436,1196,-17000,89,-121,616
213,5,-804,900,-17108,-143,-83,734
213,6,-868,676,-17304,269,-110,-3264
213,7,764,68,-17028,89,76,-1282
213,8,1600,-476,-17116,208,-11,793
213,9,1308,40,-16856,33,93,1733
214,0,1188,-68,-17008,135,-94,1930
214,1,1512,-532,-17196,189,11,995
214,2,-80,-1672,-17052,55,82,439
214,3,116,-1876,-16848,-86,-60,-748
214,4,16,-1684,-17552,49,-75,-1705
214,5,80,-760,-17056,54,86,-59
214,6,116,-692,-16936,91,-132,-1336
214,7,-216,300,-16732,81,386,-1114
214,8,420,556,-17120,57,-318,-1081
214,9,516,468,-16936,71,45,405
215,0,-136,140,-17008,-77,22,-799
215,1,-612,480,-16912,138,-95,-481
215,2,-876,-360,-17212,3,50,171
215,3,-912,-980,-16964,9,-27,-901
215,4,-52,-1368,-16864,131,-13,59
215,5,204,-1324,-16832,99,-56,-720
215,6,60,-400,-17024,70,-32,13
215,7,152,-336,-17064,122,-40,-74
215,8,28,-308,-16952,26,-12,-67
215,9,-36,-200,-17000,15,3,80
216,0,-2108,-356,-16932,60,-62,-320
216,1,-1488,-352,-16980,106,174,395
216,2,276,-660,-16528,-55,-98,-1994
216,3,1736,-152,-16900,235,163,1497
216,4,6068,-1172,-16908,62,4,-232
216,5,160,-736,-16956,42,-34,1866
216,6,3332,-1004,-16772,131,-140,887
216,7,1220,-2132,-17436,262,-90,-1757
216,8,2180,-2752,-16820,-156,104,877
216,9,-1268,-224,-17604,241,-43,-336
217,0,-1876,-508,-16808,-5,-52,-540
217,1,-1576,-168,-17312,35,-84,-905
217,2,-1312,340,-16664,-100,-438,-1254
217,3,-104,336,-16268,118,-528,-691
217,4,732,880,-17072,-134,-366,-1625
217,5,504,84,-16992,100,54,-922
217,6,2204,376,-17104,-87,6,-299
217,7,572,64,-16924,61,-53,-442
217,8,52,-364,-17000,68,-38,-55
217,9,72,-296,-17000,142,-86,-93
218,0,76,-356,-16996,83,-51,-31
218,1,84,-388,-17072,63,-61,-53
218,2,92,-220,-17076,54,-69,-53
218,3,-40,-308,-16952,65,-63,-48
218,4,24,-276,-17064,66,-45,-82
218,5,44,-380,-17000,83,-80,-6
218,6,-20,-304,-17036,8,-92,-18
218,7,-16,-748,-17092,73,-108,-1457
218,8,-104,-1472,-16872,80,30,-1887
218,9,116,-576,-17024,94,19,-2326
219,0,1692,276,-17096,300,-169,-2343
219,1,72,-928,-17120,-102,-199,-2216
219,2,80,316,-17308,87,-18,-1519
219,3,100,-144,-16424,36,-62,-1611
219,4,-2752,1256,-16632,182,14,-2100
219,5,-1172,784,-17544,58,-382,2091
219,6,468,-176,-16396,88,148,492
219,7,-1888,-364,-17096,128,26,900
219,8,-2920,228,-17148,134,45,1075
219,9,-624,-596,-17024,142,-51,-109
220,0,56,-280,-17004,131,-74,-75
220,1,648,412,-16740,89,-18,-334
220,2,572,1056,-16980,121,-72,-489
220,3,372,856,-17048,113,-67,367
220,4,-264,72,-17044,83,-7,1101
220,5,-796,1632,-16544,-72,-131,1873
220,6,-20,360,-17272,132,-33,1863
220,7,-168,-680,-16772,213,177,1556
220,8,-68,-64,-17144,156,-195,1854
220,9,-500,328,-16652,243,123,2625
221,0,492,-144,-17236,307,154,1805
221,1,540,-624,-16716,26,-107,1627
221,2,340,-1256,-17080,-15,-64,755
221,3,172,-2336,-17060,139,87,-115
221,4,416,-2188,-16880,116,-126,395
221,5,-504,-1332,-16844,50,-28,14
221,6,176,-192,-17012,48,-15,-3
221,7,92,-196,-16972,92,-48,-29
221,8,-4,-284,-16964,65,-41,-64
221,9,52,-268,-17036,61,-8,-76
222,0,28,-320,-16956,61,-29,-98
222,1,20,-208,-17024,7,4,-65
222,2,304,92,-17024,97,-86,146
222,3,-72,-292,-16996,30,-53,-936
222,4,-1228,-24,-16588,64,20,-493
222,5,-52,-792,-16916,-70,-207,-304
222,6,-452,172,-16628,300,-114,243
222,7,-644,96,-16560,192,158,354
222,8,-656,336,-17132,25,-126,92
222,9,-372,-440,-17376,7,179,33
223,0,492,-576,-16856,-4,260,-460
223,1,1516,-312,-17008,-13,-56,-1401
223,2,1132,-520,-17012,9,-53,-535
223,3,116,-224,-16960,80,-51,-57
223,4,144,-260,-17032,39,-40,-15
223,5,56,-344,-17032,31,-119,139
223,6,228,296,-17228,-60,-67,853
223,7,364,-1972,-16892,51,-112,-410
223,8,-276,-2372,-17104,324,-70,-631
223,9,-476,-436,-16964,-6,-193,-1373
224,0,-232,-1264,-17008,-56,-235,-1604
224,1,-40,-560,-17340,184,-159,-1097
224,2,136,92,-16972,138,-419,-545
224,3,-824,968,-17620,-104,-252,-933
224,4,-656,724,-17504,138,-110,727
224,5,-4,856,-16572,127,28,-739
224,6,136,712,-17004,150,-194,-1151
224,7,388,324,-16800,87,5,-1001
224,8,-388,612,-17200,42,-79,-438
224,9,0,-304,-16752,52,-41,44
225,0,-612,1484,-16996,120,-76,580
225,1,104,-380,-16992,86,10,-79
225,2,0,-300,-16996,87,45,-157
225,3,44,140,-17052,208,-145,-1864
225,4,108,792,-17028,78,-3,112
225,5,-396,144,-17556,40,-24,649
225,6,-476,772,-17000,63,-136,1700
225,7,-672,764,-17088,-107,-12,1949
225,8,-636,852,-16480,-72,33,1926
225,9,-108,988,-17064,165,-157,1602
226,0,172,-316,-17152,-8,21,1402
226,1,-180,-128,-16916,305,56,1207
226,2,-148,-564,-17104,404,162,365
226,3,-228,-2380,-17632,458,-82,1395
226,4,1124,-2184,-16912,146,-115,888
226,5,132,-1588,-16968,65,-109,146
226,6,88,-1484,-16940,73,-93,-249
226,7,44,-300,-16992,94,-45,-93
226,8,36,-232,-16972,59,-72,-35
226,9,16,-268,-16944,45,-54,-64
227,0,24,-240,-17032,88,-74,-48
227,1,-24,-228,-17008,94,-58,-43
227,2,32,-192,-16932,66,-52,90
227,3,7564,-5980,-17228,116,-117,287
227,4,1996,-876,-16632,17,-141,-1342
227,5,636,-80,-17664,161,-342,-1845
227,6,264,72,-17672,-233,-295,-1251
227,7,-188,-504,-17648,225,-170,-554
227,8,-1420,60,-16912,-81,-20,-49
227,9,-1116,136,-16512,-169,101,1352
228,0,-112,-768,-16872,23,-121,1918
228,1,-460,136,-17200,61,-458,264
228,2,-996,-412,-16804,109,-241,-320
228,3,-1372,-440,-17052,26,-81,263
228,4,-924,-420,-17180,93,-45,-214
228,5,120,-304,-17008,21,-37,-86
228,6,136,-160,-16948,28,-30,-18
228,7,100,-228,-17048,80,-49,-70
228,8,108,-188,-16936,80,-63,-61
228,9,108,-224,-16920,74,-62,-38
229,0,120,-252,-16944,64,-79,-64
229,1,100,-172,-16980,101,-72,-51
229,2,48,-248,-17008,56,-62,-67
229,3,320,260,-17048,42,-26,374
229,4,432,-1960,-16960,24,-55,-48
229,5,-208,-704,-17136,146,-69,-1024
229,6,388,-1272,-17128,-162,-263,-860
229,7,612,-1764,-16852,-70,85,-2565
229,8,-1280,-1464,-16672,-50,127,-1181
229,9,408,164,-17032,165,-89,-1595
230,0,996,1880,-17060,-108,-34,-1608
230,1,388,2992,-17304,-86,-115,-1005
230,2,3560,1752,-15840,264,-89,-2809
230,3,76,-260,-16996,14,2,37
230,4,100,-252,-17004,137,-91,-96
230,5,72,-328,-16988,127,-67,-65
230,6,88,-316,-16948,87,-77,-36
230,7,-36,-436,-16956,17,16,1743
230,8,84,-332,-17008,142,-64,-81
230,9,40,-308,-17048,98,-65,-63
231,0,-12,-324,-16964,104,-54,-114
231,1,108,-320,-16984,94,-75,-36
231,2,36,-344,-16960,105,-40,-42
231,3,20,-268,-16964,86,-79,-69
231,4,56,-328,-17056,103,-65,-100
231,5,4,-208,-17072,126,-113,-1007
231,6,240,1356,-17136,-56,-75,-1734
231,7,-560,1624,-16952,123,-153,255
231,8,-736,756,-16504,123,-180,2275
231,9,-956,-236,-16752,-164,-34,3006
232,0,-1196,-748,-16940,144,-1,2808
232,1,-364,-2636,-16916,227,16,3346
232,2,-804,-1328,-17096,44,-60,3083
232,3,424,-2232,-16972,-27,149,2482
232,4,552,-1360,-17872,23,-166,1521
232,5,1524,-380,-16916,210,-194,1103
232,6,752,1080,-16920,70,-53,-765
232,7,172,2104,-17112,127,-320,-680
232,8,984,128,-16992,576,270,2455
232,9,2292,368,-16968,-11,32,-815
233,0,1232,-1740,-16932,-151,-53,-821
233,1,276,-1520,-17056,35,20,-2192
233,2,1204,-1284,-17460,-66,-168,-3029
233,3,-888,-2240,-16260,88,-245,-3071
233,4,140,-2468,-17516,27,182,-2882
233,5,-1104,-1656,-17092,25,-585,-3558
233,6,-600,-1640,-17020,30,331,-3252
233,7,1164,1352,-17128,23,-204,-3742
233,8,1076,2752,-17640,-64,-138,-4968
233,9,-636,3092,-16360,40,-124,-2103
234,0,-1812,1100,-16908,43,49,2630
234,1,488,-40,-17564,209,197,312
234,2,316,-1136,-17216,163,142,1090
234,3,-8,-1716,-17548,-28,-101,170
234,4,-1988,-440,-17124,135,-36,243
234,5,-2124,-1176,-17036,-154,9,856
234,6,-1456,-1500,-16940,210,-328,4329
234,7,1640,-2052,-16588,60,129,4320
234,8,260,-1888,-17116,-82,113,715
234,9,2548,-372,-16848,134,-188,-1212
235,0,1244,696,-17264,180,-70,-1390
235,1,-40,528,-16376,78,-140,-2023
235,2,-456,-412,-17140,158,-119,-521
235,3,-1888,-696,-16936,-39,-9,189
235,4,-1392,-1300,-17232,66,13,2030
235,5,-1624,-840,-17052,-121,20,2196
235,6,72,-276,-17160,66,115,1434
235,7,-276,-984,-16744,41,142,325
235,8,-668,-164,-17220,163,-363,711
235,9,2168,-424,-16996,30,-58,-102
236,0,2472,-72,-16888,-64,22,-1075
236,1,2624,116,-17396,298,-169,-1610
236,2,1456,-204,-16540,126,-233,-1561
236,3,-776,-304,-16772,68,277,271
236,4,-404,-1080,-16964,222,19,-1147
236,5,-1716,-724,-17288,-116,-33,-745
236,6,-788,448,-16756,80,-147,-720
236,7,-1004,472,-16960,143,-137,-349
236,8,-1044,288,-17028,212,-140,979
236,9,-424,548,-16880,-190,-175,2271
237,0,508,432,-17488,-55,-252,2110
237,1,2504,796,-17048,358,-208,930
237,2,1652,-56,-17088,111,-242,907
237,3,2336,-1200,-17048,-105,-52,865
237,4,2448,-896,-16768,71,-91,-32
237,5,1216,-1036,-16728,196,189,-619
237,6,1688,-1304,-16900,-207,62,-1592
237,7,-172,-608,-16988,352,67,-826
237,8,-4316,436,-17452,-29,-157,3664
237,9,-6100,204,-16856,7,168,1285
238,0,-1080,-1392,-17064,-229,-118,881
238,1,1876,-2656,-17164,-317,-110,682
238,2,3376,-2520,-16828,31,-318,837
238,3,3460,736,-16996,9,-373,-754
238,4,1880,1852,-17012,246,55,-3116
238,5,-2388,3332,-16660,204,156,-501
238,6,-2740,940,-17556,295,-76,2336
238,7,-1972,436,-16772,290,64,1225
238,8,548,-2184,-16840,57,-3,620
238,9,4240,-936,-17308,0,-14,-488
239,0,-956,-2416,-17052,216,-185,-2580
239,1,-2688,-2064,-17296,101,-317,-1607
239,2,-620,-1688,-17004,-227,260,-2675
239,3,-1480,-824,-17112,196,5,-893
239,4,-3036,2388,-17028,272,59,-490
239,5,-644,3156,-17436,106,-31,338
239,6,3776,-88,-17092,-30,-100,2169
239,7,3656,-1736,-17220,59,164,710
239,8,-408,-2704,-17092,137,175,-1644
239,9,-1936,-1884,-16996,164,40,-1940
240,0,36,-396,-16944,110,-59,-174
240,1,276,60,-17004,175,-114,-1023
240,2,-16,-108,-16984,68,-3,-510
240,3,-296,-860,-17072,71,-51,1589
240,4,48,-720,-16960,36,-18,-270
240,5,44,-280,-17060,104,-72,-100
240,6,-4,-428,-16984,50,-36,-95
240,7,40,-220,-17040,91,-121,-13
240,8,1028,472,-16892,90,-113,-66
240,9,564,412,-16460,-19,-62,-66
241,0,324,-64,-17068,111,-69,-34
241,1,-440,188,-16856,206,-30,165
241,2,-864,-500,-16992,-118,-68,119
241,3,-1832,-588,-16780,10,-49,-47
241,4,-4076,-28,-16652,43,-178,1641
241,5,-1208,352,-17980,14,305,1500
241,6,1008,-568,-16836,-3,-216,-1033
241,7,1028,-628,-16988,33,-73,272
241,8,2088,52,-17440,87,-40,319
241,9,1780,100,-16880,-48,-185,-1429
242,0,336,-436,-16980,-95,106,-526
242,1,316,-448,-17116,180,-96,40
242,2,-184,-356,-16508,-53,-56,925
242,3,-724,-1012,-17168,172,-151,1179
242,4,280,-296,-16700,79,-93,250
242,5,-356,-672,-17148,37,-116,94
242,6,-36,-228,-17080,104,-116,-479
242,7,-140,-148,-17124,38,-100,74
242,8,-272,180,-16996,154,-67,-824
242,9,188,-432,-16856,42,-64,-91
243,0,32,-388,-16988,45,-93,-257
243,1,76,-92,-17080,59,-58,-48
243,2,-188,1272,-17160,175,-71,372
243,3,376,280,-17356,61,75,866
243,4,592,996,-16804,-146,-493,822
243,5,128,-768,-17572,66,35,1472
243,6,260,-316,-16884,-8,213,1492
243,7,-300,-1088,-17624,23,38,1284
243,8,-116,-528,-17264,-121,140,1875
243,9,240,-2132,-16444,-28,-79,1458
244,0,-728,-2600,-17020,33,-114,496
244,1,-232,-2080,-16932,47,-39,-560
244,2,112,-336,-17056,-22,-8,-69
244,3,116,-212,-16976,34,-62,-36
244,4,136,-208,-17012,27,-22,-16
244,5,-420,-864,-17056,-4,-72,660
244,6,-360,-2296,-16716,29,-150,603
244,7,752,-1264,-17184,150,-82,1030
244,8,140,-572,-16976,-4,-86,-330
244,9,-168,180,-16768,78,-92,-1272
245,0,-860,0,-17228,27,59,-1211
245,1,-748,-244,-17000,240,-145,-942
245,2,-976,-772,-16688,-6,-36,-871
245,3,-136,1320,-17056,-37,-267,-1998
245,4,-976,1644,-17064,-33,351,-3058
245,5,-1552,1000,-17144,15,24,-644
245,6,3332,-1644,-17088,59,25,-19
245,7,1888,-2392,-17036,18,-82,222
245,8,636,-1052,-16792,-59,-36,660
245,9,108,-1084,-16992,210,-62,-345
246,0,1012,-1464,-16860,-112,-159,-2005
246,1,60,428,-17520,-207,129,191
246,2,-1104,388,-17088,118,95,-1377
246,3,40,1484,-16736,146,-163,291
246,4,-168,532,-16964,111,-128,303
246,5,176,156,-17008,110,-50,84
246,6,-48,-384,-17024,46,-27,-308
246,7,-156,-80,-17044,104,-20,-944
246,8,28,-284,-17000,80,-27,-517
246,9,24,-284,-16924,49,-40,-93
247,0,212,-472,-16960,127,-53,-1173
247,1,468,-244,-16916,-37,-157,69
247,2,16,-232,-16980,80,-21,1275
247,3,-360,600,-16844,40,-55,-1043
247,4,852,1328,-16820,-19,-13,1868
247,5,1272,644,-16936,262,-123,-67
247,6,1248,-368,-16616,-249,-160,-1083
247,7,1288,-444,-16752,-164,-12,-2014
247,8,-44,452,-17112,161,-90,-1389
247,9,-536,-260,-17548,14,-225,-740
248,0,368,1160,-17232,60,18,902
248,1,-1128,268,-16644,283,-216,-151
248,2,-696,368,-16848,85,-245,1902
248,3,168,468,-16612,125,-27,2939
248,4,272,-196,-17200,-29,19,2400
248,5,-404,-4544,-17460,-39,172,1169
248,6,252,-2348,-16880,157,-27,30
248,7,516,-1244,-16992,92,-38,-961
248,8,112,-320,-16940,28,-55,-55
248,9,112,-260,-16988,47,-64,-679
249,0,-220,-352,-17132,55,-33,-583
249,1,-528,-232,-17348,-11,-14,237
249,2,-1768,24,-16672,-50,34,304
249,3,-224,-644,-16372,183,277,-960
249,4,-452,-1444,-15956,123,116,-3222
249,5,1596,-724,-17192,59,-148,-1766
249,6,1644,-832,-17248,-199,-242,-173
249,7,2184,-1192,-16700,33,163,142
249,8,2036,-184,-17372,-88,-117,826
249,9,2708,-160,-16556,423,-156,-514
250,0,4484,588,-16820,-195,-81,-1080
250,1,2900,252,-17452,-13,373,70
250,2,16,1092,-16964,158,28,1848
250,3,1036,180,-16700,75,-27,115
250,4,-624,-884,-16600,-102,53,-315
250,5,-1556,-468,-17152,82,-164,242
250,6,-904,-764,-17024,41,-62,139
250,7,136,-332,-16988,82,-71,-64
250,8,132,-300,-17016,33,-4,-93
250,9,160,-336,-16976,47,-66,-77
251,0,-336,-396,-16976,161,-134,-756
251,1,644,48,-17168,40,-115,-1163
251,2,344,1392,-16828,98,159,-1765
251,3,-1092,788,-16708,42,-211,403
251,4,304,1116,-17216,101,91,121
251,5,-432,-28,-16964,-29,-99,909
251,6,-1248,-360,-16644,2,-240,1852
251,7,-432,-2132,-16864,-130,-131,2340
251,8,140,-1456,-16828,26,-214,1429
251,9,300,-1368,-16916,18,-12,145
252,0,632,-224,-16584,1,-7,-1750
252,1,116,-280,-17008,120,-120,-15
252,2,168,-248,-17040,28,-53,-62
252,3,-1148,-864,-17008,33,18,643
252,4,-992,-1568,-16944,73,-105,133
252,5,-1108,-1008,-16336,-197,187,-846
252,6,656,-876,-17444,-157,-529,-1236
252,7,2536,-928,-17940,172,159,-1692
252,8,1816,-296,-17224,-266,-237,-1050
252,9,1596,964,-16932,-30,-235,-2390
253,0,280,872,-16956,175,193,-1545
253,1,192,992,-16808,90,-293,-1251
253,2,1152,1088,-17440,189,-48,107
253,3,-3160,2128,-17348,-71,238,390
253,4,-3596,3264,-17296,0,-64,-583
253,5,812,1700,-16424,-48,7,-162
253,6,-224,788,-16704,-101,-145,1115
253,7,-1892,-92,-17420,295,-261,797
253,8,812,-460,-16860,37,-64,1027
253,9,-1036,936,-16936,-167,-3,2108
254,0,-1504,124,-16564,54,-118,3518
254,1,84,-1532,-17016,92,-133,3426
254,2,404,-1568,-17156,156,-318,1875
254,3,744,-2324,-16860,120,-3,768
254,4,64,-528,-17044,67,-121,-47
254,5,160,-184,-16984,62,-144,-24
254,6,88,-296,-16992,16,-16,7
254,7,88,-268,-17036,42,-47,-69
254,8,160,-120,-16924,-5,-4,684
254,9,912,-2244,-16852,88,-76,118
255,0,208,-2304,-16812,274,-144,-1135
255,1,-324,-12,-17312,210,-161,-1331
255,2,-1532,-1028,-16596,170,-53,-1999
255,3,-736,960,-16972,-69,-124,-2471
255,4,-416,808,-17136,89,-54,-2791
255,5,-320,12,-17256,25,-48,-2497
255,6,-220,204,-17168,-40,-145,-1397
255,7,664,544,-17072,-34,-71,-996
255,8,48,-296,-16840,-53,159,-2
255,9,624,508,-16956,33,-34,-852
256,0,-708,-792,-16988,16,-83,-252
256,1,32,-276,-16868,62,-34,-236
256,2,-524,-892,-17148,97,-9,2
256,3,448,-384,-17304,64,-3,11
256,4,656,-752,-16980,61,-48,-299
256,5,2000,360,-16716,163,-149,198
256,6,712,284,-16812,-15,-66,119
256,7,92,-464,-17156,111,-189,684
256,8,132,-136,-17292,-8,-239,959
256,9,-1056,-436,-16692,197,-93,-261
257,0,-808,-268,-17332,101,7,197
257,1,-816,-640,-16996,67,-114,-242
257,2,-900,-812,-16924,17,-56,-484
257,3,84,-404,-17008,41,-37,-6199
257,4,308,60,-17016,135,-62,-179
257,5,400,672,-16912,77,-50,710
257,6,1028,136,-17004,-71,-198,930
257,7,68,472,-16652,182,-26,2173
257,8,-800,716,-17244,297,-127,1033
257,9,-1064,164,-16536,15,33,2411
258,0,604,-1052,-16948,309,-252,1796
258,1,8,-1212,-16840,267,-266,1914
258,2,300,-1000,-17060,86,92,765
